monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
950,Kajang,Condominium,3,1250,1,Selangor,1,1,1,1,2
1400,Shah Alam,Flat,3,650,2,Selangor,0,0,0,0,3
1000,Puchong,Apartment,3,800,1,Selangor,0,0,0,0,2
800,Kajang,Apartment,3,1065,1,Selangor,0,1,0,0,2
850,Seri Kembangan,Condominium,3,960,1,Selangor,1,0,0,1,2
1900,Glenmarie,Service Residence,2,730,2,Selangor,1,1,1,1,5
1150,Subang Jaya,Apartment,1,400,2,Selangor,0,1,1,0,3
1700,Bandar Saujana Putra,Service Residence,3,1048,1,Selangor,1,1,1,1,3
1000,Semenyih,Service Residence,1,500,2,Selangor,1,1,0,1,1
1200,Ampang,Condominium,1,450,2,Selangor,1,1,1,1,3
1050,Kajang,Condominium,3,990,1,Selangor,1,1,0,1,2
950,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
1100,Petaling Jaya,Studio,1,418,2,Selangor,0,1,0,0,3
700,Puchong,Apartment,3,700,0,Selangor,0,0,0,0,2
1300,Kajang,Apartment,3,957,2,Selangor,0,1,1,0,2
1150,Sepang,Condominium,2,559,1,Selangor,1,1,0,1,2
700,Kajang,Apartment,2,1065,1,Selangor,0,1,0,0,2
950,Seri Kembangan,Condominium,3,905,2,Selangor,0,0,0,1,2
600,Kajang,Apartment,3,850,1,Selangor,0,0,0,0,2
550,Seri Kembangan,Apartment,3,650,0,Selangor,0,0,0,0,2
500,Kajang,Apartment,2,500,2,Selangor,0,0,1,0,2
2700,Shah Alam,Service Residence,3,1080,2,Selangor,0,1,0,1,3
900,Shah Alam,Studio,1,430,1,Selangor,0,1,0,1,3
1200,Selayang,Condominium,3,1181,2,Selangor,0,0,0,1,3
1850,Selayang,Condominium,3,1265,1,Selangor,1,1,1,1,3
1200,Petaling Jaya,Condominium,1,581,1,Selangor,1,1,1,1,3
1450,Puchong,Condominium,3,1262,1,Selangor,1,1,1,1,2
1500,Bandar Saujana Putra,Service Residence,3,1048,1,Selangor,1,1,1,1,3
550,Semenyih,Apartment,3,650,0,Selangor,0,0,0,0,1
700,Kajang,Condominium,3,1023,1,Selangor,1,1,1,1,2
1399,Petaling Jaya,Condominium,1,600,1,Selangor,1,1,0,0,3
1450,Kuala Langat,Condominium,3,870,1,Selangor,1,1,0,1,3
1300,Ampang,Apartment,3,1076,1,Selangor,0,0,0,1,3
550,Seri Kembangan,Apartment,3,650,0,Selangor,0,0,0,0,2
800,Kajang,Apartment,3,1040,0,Selangor,0,0,0,0,2
600,Seri Kembangan,Apartment,3,900,1,Selangor,0,0,0,0,2
1300,Petaling Jaya,Duplex,1,1300,0,Selangor,0,1,0,0,3
1300,Damansara Perdana,Condominium,1,850,2,Selangor,0,1,0,0,3
950,Bangi,Service Residence,3,956,0,Selangor,1,1,0,1,2
1100,Semenyih,Service Residence,3,893,1,Selangor,1,0,0,1,1
1200,Semenyih,Service Residence,3,893,1,Selangor,1,1,0,1,1
1800,Puchong,Service Residence,2,883,2,Selangor,1,1,1,1,2
1000,Cyberjaya,Service Residence,2,450,2,Selangor,1,1,1,1,3
700,Cheras,Apartment,3,900,1,Selangor,0,0,0,0,3
900,Cheras,Condominium,3,936,1,Selangor,0,0,0,1,3
1050,Kajang,Condominium,3,1125,1,Selangor,1,1,0,1,2
950,Seri Kembangan,Condominium,3,940,1,Selangor,1,0,0,1,2
900,Bangi,Apartment,3,980,1,Selangor,0,0,0,1,2
1200,Subang Jaya,Apartment,3,786,1,Selangor,0,0,0,0,3
1200,Petaling Jaya,Others,1,592,1,Selangor,0,1,1,0,3
1500,Petaling Jaya,Others,1,592,2,Selangor,0,0,0,0,3
500,Kajang,Flat,3,750,0,Selangor,0,0,0,0,2
1750,Ara Damansara,Service Residence,1,650,2,Selangor,1,1,1,1,6
1200,Semenyih,Service Residence,3,920,1,Selangor,1,0,0,1,1
600,Damansara Damai,Apartment,2,550,0,Selangor,0,0,0,0,2
1000,Petaling Jaya,Apartment,3,700,1,Selangor,0,0,0,1,3
900,Kajang,Condominium,2,600,0,Selangor,1,0,0,1,2
750,Puchong,Apartment,3,650,0,Selangor,0,0,0,0,2
950,Seri Kembangan,Condominium,3,940,1,Selangor,1,0,0,1,2
950,Kajang,Condominium,3,860,1,Selangor,1,1,0,1,2
1250,Ara Damansara,Service Residence,2,687,1,Selangor,1,1,0,1,6
1100,Ampang,Apartment,3,850,1,Selangor,1,0,0,1,3
1500,Shah Alam,Apartment,3,800,2,Selangor,0,1,1,0,3
950,Shah Alam,Apartment,1,430,1,Selangor,1,1,0,1,3
1100,Petaling Jaya,Condominium,3,855,0,Selangor,1,0,0,1,3
1100,Kajang,Studio,1,450,2,Selangor,1,1,1,1,2
800,Seri Kembangan,Apartment,3,850,0,Selangor,0,0,0,0,2
650,Puchong,Apartment,3,680,0,Selangor,0,0,0,0,2
700,Petaling Jaya,Apartment,3,664,0,Selangor,0,0,0,0,3
1700,Subang Jaya,Condominium,2,826,2,Selangor,0,1,1,1,3
999,Shah Alam,Apartment,2,430,1,Selangor,1,1,0,1,3
1300,Bangi,Service Residence,3,956,1,Selangor,1,1,0,1,2
1100,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
500,Damansara Damai,Apartment,3,650,0,Selangor,0,0,0,0,2
1200,Shah Alam,Studio,1,550,1,Selangor,1,1,0,1,3
1200,Shah Alam,Service Residence,2,550,1,Selangor,1,0,0,1,3
750,Seri Kembangan,Service Residence,1,450,1,Selangor,1,1,0,1,2
1200,Puchong,Condominium,1,552,2,Selangor,1,1,1,1,2
1100,Puchong,Condominium,3,970,1,Selangor,0,1,0,1,2
1050,Petaling Jaya,Apartment,3,700,1,Selangor,0,0,0,1,3
1500,Cyberjaya,Condominium,3,1010,1,Selangor,0,0,0,0,3
650,Ampang,Apartment,2,660,0,Selangor,0,0,0,0,3
900,Cyberjaya,Service Residence,1,450,2,Selangor,0,0,0,0,3
1200,Cyberjaya,Condominium,3,1099,1,Selangor,1,1,1,1,3
1800,Seri Kembangan,Service Residence,2,800,2,Selangor,1,0,0,1,2
900,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
850,Seri Kembangan,Service Residence,1,450,1,Selangor,1,0,0,1,2
900,Semenyih,Apartment,3,950,1,Selangor,0,0,0,0,1
800,Semenyih,Apartment,3,840,1,Selangor,1,0,0,1,1
1200,Puchong,Condominium,3,1006,1,Selangor,1,0,0,1,2
1200,Puchong,Condominium,1,525,2,Selangor,0,0,0,0,2
1600,Damansara Damai,Service Residence,3,1076,2,Selangor,1,1,1,0,2
800,Damansara Damai,Apartment,3,650,2,Selangor,0,1,0,0,2
1300,Cyberjaya,Service Residence,3,975,2,Selangor,1,1,1,1,3
2500,Cyberjaya,Condominium,2,990,2,Selangor,1,1,1,1,3
1500,Cyberjaya,Condominium,1,650,2,Selangor,1,1,1,1,3
900,Cyberjaya,Condominium,1,450,1,Selangor,1,1,1,1,3
1200,Petaling Jaya,Condominium,3,964,1,Selangor,1,1,0,1,3
1800,Cyberjaya,Condominium,3,1150,2,Selangor,1,1,1,1,3
1500,Kajang,Condominium,3,1118,2,Selangor,0,0,0,1,2
1700,Cyberjaya,Condominium,2,770,2,Selangor,1,1,1,1,3
1200,Kajang,Service Residence,2,1000,0,Selangor,0,0,0,1,2
1300,Cyberjaya,Condominium,3,1010,1,Selangor,1,1,1,1,3
1500,Damansara Damai,Service Residence,4,909,0,Selangor,1,0,0,1,2
1400,Cyberjaya,Service Residence,2,775,2,Selangor,1,1,1,1,3
1500,Kajang,Condominium,3,1118,1,Selangor,0,1,1,1,2
1250,Bangi,Condominium,3,1017,1,Selangor,0,1,0,0,2
1700,Puchong,Service Residence,3,883,1,Selangor,1,0,0,1,2
1400,Cyberjaya,Condominium,1,650,2,Selangor,1,1,1,1,3
600,Kajang,Apartment,3,713,0,Selangor,0,0,0,0,2
1000,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,1,1,3
1250,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,1,1,3
1300,Damansara Perdana,Condominium,1,952,1,Selangor,0,1,0,0,3
950,Petaling Jaya,Studio,1,460,1,Selangor,0,1,0,0,3
1500,Damansara Perdana,Condominium,1,952,2,Selangor,0,1,1,0,3
1000,Petaling Jaya,Studio,1,460,2,Selangor,0,1,1,0,3
1200,Kajang,Condominium,3,1100,0,Selangor,1,0,0,1,2
950,Bangi,Apartment,3,950,0,Selangor,0,0,0,0,2
1700,Subang Jaya,Studio,1,635,2,Selangor,1,1,1,1,3
750,Cheras,Apartment,3,800,1,Selangor,0,0,0,0,3
800,Klang,Apartment,3,750,0,Selangor,0,0,0,0,3
800,Petaling Jaya,Apartment,3,650,0,Selangor,0,0,0,0,3
1500,Shah Alam,Condominium,1,735,1,Selangor,1,1,1,1,3
900,Klang,Apartment,3,1100,0,Selangor,0,0,0,0,3
600,Klang,Apartment,3,750,0,Selangor,0,0,0,0,3
1300,Shah Alam,Apartment,3,800,0,Selangor,0,0,0,0,3
2500,Petaling Jaya,Service Residence,2,839,2,Selangor,1,0,0,1,3
1200,Kajang,Condominium,3,1118,1,Selangor,1,0,0,1,2
1800,Ara Damansara,Service Residence,2,717,2,Selangor,1,1,1,1,6
1199,Cyberjaya,Condominium,2,775,1,Selangor,0,1,0,0,3
900,Seri Kembangan,Apartment,3,950,0,Selangor,0,0,0,0,2
1200,Puchong,Condominium,4,1055,2,Selangor,0,0,0,1,2
1350,Subang Jaya,Service Residence,1,685,1,Selangor,1,1,0,1,3
2000,Kajang,Service Residence,4,1280,2,Selangor,1,1,1,1,2
950,Shah Alam,Apartment,3,750,1,Selangor,0,0,0,0,3
750,Semenyih,Apartment,3,870,0,Selangor,1,0,0,1,1
800,Seri Kembangan,Condominium,1,504,0,Selangor,1,0,0,1,2
1700,Seri Kembangan,Service Residence,3,1215,2,Selangor,0,1,1,0,2
950,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
800,Kajang,Apartment,3,947,1,Selangor,0,1,0,0,2
1199,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,1,1,3
1099,Cyberjaya,Condominium,1,450,2,Selangor,0,1,1,0,3
1300,Bandar Sri Damansara,Condominium,3,811,2,Selangor,0,1,0,0,1
1200,Petaling Jaya,Apartment,3,764,1,Selangor,0,1,0,1,3
1900,Bandar Sunway,Service Residence,3,949,2,Selangor,1,1,1,1,4
1000,Ampang,Apartment,4,900,1,Selangor,0,1,0,1,3
1000,Subang Jaya,Apartment,3,900,2,Selangor,1,0,0,1,3
1300,Seri Kembangan,Service Residence,1,450,2,Selangor,0,1,1,1,2
1300,Ampang,Condominium,3,1010,0,Selangor,1,0,0,1,3
850,Puchong,Apartment,3,780,1,Selangor,0,0,0,0,2
2000,Bukit Jelutong,Service Residence,2,900,2,Selangor,1,1,1,1,5
1900,Bandar Sunway,Condominium,3,950,2,Selangor,1,0,0,1,4
1100,Bangi,Apartment,3,870,1,Selangor,0,1,0,0,2
2200,Cyberjaya,Condominium,3,990,2,Selangor,0,0,0,0,3
400,Kajang,Flat,2,550,0,Selangor,0,0,0,0,2
1100,Subang Jaya,Apartment,1,550,1,Selangor,1,1,0,1,3
1100,Subang Jaya,Apartment,1,550,1,Selangor,1,1,0,1,3
1550,Kota Damansara,Condominium,3,1245,2,Selangor,0,1,1,0,5
950,Subang Jaya,Apartment,3,853,1,Selangor,0,0,0,1,3
2200,Damansara Perdana,Condominium,3,1098,2,Selangor,1,1,1,1,3
800,Seri Kembangan,Apartment,3,817,0,Selangor,0,0,0,0,2
1200,Kajang,Condominium,1,500,2,Selangor,1,1,1,1,2
1200,Damansara Perdana,Service Residence,1,750,2,Selangor,0,1,1,0,3
1100,Cheras,Condominium,3,1399,1,Selangor,1,1,0,1,3
1050,Damansara Perdana,Service Residence,1,363,2,Selangor,0,1,1,0,3
1100,Damansara Perdana,Condominium,1,460,2,Selangor,0,1,1,0,3
1400,Shah Alam,Apartment,3,900,1,Selangor,0,0,1,0,3
1250,Damansara Perdana,Condominium,1,400,2,Selangor,1,1,1,1,3
1200,Damansara Perdana,Condominium,1,400,2,Selangor,1,1,1,1,3
900,Damansara Perdana,Condominium,3,850,0,Selangor,0,0,0,0,3
550,Klang,Flat,3,720,1,Selangor,0,0,0,0,3
1400,Damansara Perdana,Service Residence,1,750,2,Selangor,0,1,1,0,3
1500,Sepang,Apartment,3,850,1,Selangor,0,0,0,1,2
950,Seri Kembangan,Apartment,3,850,0,Selangor,0,0,0,0,2
950,Kajang,Apartment,3,948,2,Selangor,1,0,1,1,2
1700,Selayang,Condominium,3,1200,2,Selangor,1,1,1,1,3
1200,Puchong,Apartment,3,863,1,Selangor,0,0,0,1,2
1600,Sepang,Service Residence,3,890,1,Selangor,1,1,0,1,2
1250,Cheras,Condominium,3,1080,1,Selangor,1,1,0,1,3
1250,Sepang,Service Residence,2,646,1,Selangor,1,1,0,1,2
900,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,1,0,2
1250,Bandar Sunway,Condominium,2,800,2,Selangor,1,0,0,0,4
650,Puchong,Apartment,3,663,1,Selangor,0,0,0,0,2
1500,Puchong,Service Residence,4,1120,0,Selangor,0,0,0,0,2
1450,Puchong,Condominium,3,850,2,Selangor,1,0,0,1,2
999,Seri Kembangan,Apartment,3,940,1,Selangor,1,0,0,1,2
603,Kajang,Condominium,2,583,0,Selangor,1,0,0,1,2
1400,Kajang,Service Residence,1,500,2,Selangor,1,1,0,1,2
850,Puchong,Apartment,3,780,1,Selangor,0,0,0,0,2
600,Kuala Langat,Flat,3,650,0,Selangor,0,0,0,0,3
1250,Shah Alam,Apartment,3,900,1,Selangor,0,0,0,0,3
1300,Kajang,Condominium,3,1022,1,Selangor,0,0,0,0,2
750,Shah Alam,Apartment,3,650,1,Selangor,0,1,0,0,3
500,Bandar Sri Damansara,Apartment,3,650,0,Selangor,0,1,0,1,1
1200,Cheras,Condominium,1,484,2,Selangor,0,1,1,0,3
950,Seri Kembangan,Condominium,2,850,1,Selangor,0,0,0,0,2
500,Petaling Jaya,Apartment,3,700,0,Selangor,1,1,0,1,3
1400,Sepang,Service Residence,3,807,1,Selangor,1,1,0,1,2
2000,Cyberjaya,Condominium,3,1010,2,Selangor,0,0,0,0,3
2500,Shah Alam,Condominium,3,953,2,Selangor,1,1,1,1,3
1800,Klang,Service Residence,3,815,1,Selangor,1,1,0,1,3
1800,Shah Alam,Condominium,3,953,1,Selangor,1,0,0,1,3
1500,Cyberjaya,Service Residence,2,600,2,Selangor,1,1,1,1,3
750,Cheras,Apartment,3,701,0,Selangor,0,0,0,0,3
2500,Kota Damansara,Service Residence,2,1043,2,Selangor,1,0,0,1,5
2600,Ulu Klang,Condominium,3,1031,2,Selangor,1,0,0,1,6
2000,Kota Damansara,Duplex,1,660,2,Selangor,0,0,0,0,5
2700,Ulu Klang,Condominium,3,850,2,Selangor,1,0,0,1,6
2000,Ara Damansara,Condominium,1,571,0,Selangor,1,0,0,1,6
1200,Kajang,Condominium,3,1233,0,Selangor,1,1,0,1,2
1000,Bandar Sungai Long,Condominium,3,896,0,Selangor,0,0,0,1,1
1100,Batu Caves,Service Residence,3,1012,0,Selangor,1,0,0,1,2
2300,Cheras,Service Residence,3,773,2,Selangor,0,1,1,0,3
1600,Petaling Jaya,Condominium,1,592,2,Selangor,1,0,0,0,3
1900,Kota Damansara,Condominium,1,662,2,Selangor,0,0,0,0,5
1600,Kajang,Service Residence,2,857,2,Selangor,0,1,1,0,2
1300,Seri Kembangan,Apartment,3,956,2,Selangor,0,1,1,1,2
2450,Petaling Jaya,Apartment,2,750,2,Selangor,1,1,1,1,3
2400,Shah Alam,Service Residence,3,1400,2,Selangor,1,1,1,1,3
2200,Shah Alam,Service Residence,3,1082,2,Selangor,0,1,1,1,3
1800,Shah Alam,Condominium,4,1250,2,Selangor,1,1,0,1,3
1400,Shah Alam,Condominium,2,527,2,Selangor,1,1,1,1,3
1400,Bangi,Service Residence,3,956,1,Selangor,0,1,1,0,2
1600,Kota Damansara,Duplex,1,602,1,Selangor,0,0,0,0,5
1500,Cheras,Service Residence,2,705,2,Selangor,1,1,1,1,3
1200,Puchong,Condominium,3,970,2,Selangor,1,1,1,1,2
1300,Cyberjaya,Service Residence,2,700,2,Selangor,1,1,1,1,3
850,Kajang,Condominium,3,1008,0,Selangor,0,0,0,1,2
1200,Bandar Sungai Long,Condominium,3,1056,1,Selangor,0,1,0,1,1
1599,Kota Kemuning,Service Residence,2,657,1,Selangor,1,1,1,1,6
1000,Cyberjaya,Service Residence,1,545,2,Selangor,1,1,1,1,3
1480,Ara Damansara,Service Residence,1,529,1,Selangor,1,1,1,1,6
850,Ampang,Flat,3,650,0,Selangor,0,0,0,0,3
1700,Subang Jaya,Condominium,3,1047,2,Selangor,1,0,0,1,3
2200,Petaling Jaya,Service Residence,2,625,2,Selangor,1,0,0,1,3
500,Damansara Perdana,Condominium,5,950,2,Selangor,1,1,1,1,3
1800,I-City,Service Residence,2,907,2,Selangor,1,1,1,1,4
1600,Ampang,Condominium,1,557,2,Selangor,1,0,0,1,3
950,Shah Alam,Apartment,3,732,1,Selangor,0,0,0,0,3
1900,Damansara Perdana,Condominium,3,850,2,Selangor,1,1,1,1,3
800,Semenyih,Apartment,3,850,0,Selangor,1,0,0,1,1
1100,Bangi,Service Residence,3,950,0,Selangor,1,1,0,1,2
2000,Shah Alam,Condominium,3,980,2,Selangor,1,1,1,1,3
1250,Cyberjaya,Service Residence,2,700,2,Selangor,1,1,1,1,3
1300,Cyberjaya,Condominium,3,975,1,Selangor,1,1,0,1,3
1100,Cyberjaya,Service Residence,4,700,2,Selangor,1,1,1,1,3
950,Cyberjaya,Service Residence,1,575,2,Selangor,0,1,1,0,3
890,Klang,Apartment,3,657,2,Selangor,0,0,0,0,3
1050,Ampang,Apartment,3,800,1,Selangor,0,0,0,0,3
900,Puchong,Apartment,3,850,1,Selangor,0,0,0,1,2
850,Seri Kembangan,Apartment,3,815,1,Selangor,1,0,0,1,2
650,Cheras,Apartment,3,650,1,Selangor,0,0,0,0,3
1200,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
1250,Ampang,Condominium,3,1135,1,Selangor,1,0,0,1,3
1000,Shah Alam,Apartment,3,811,1,Selangor,0,0,0,0,3
1200,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
950,Klang,Apartment,3,850,1,Selangor,0,0,0,0,3
1000,Damansara Damai,Apartment,3,700,0,Selangor,0,0,0,1,2
750,Shah Alam,Apartment,3,659,0,Selangor,0,0,0,0,3
1300,Shah Alam,Service Residence,1,667,2,Selangor,1,0,0,1,3
1200,Bangi,Service Residence,3,956,1,Selangor,1,1,0,1,2
690,Damansara Damai,Apartment,3,800,0,Selangor,0,0,0,0,2
1000,Shah Alam,Apartment,3,900,0,Selangor,0,0,0,0,3
1800,Shah Alam,Condominium,3,1250,2,Selangor,1,1,0,1,3
999,Shah Alam,Apartment,3,811,1,Selangor,0,0,0,0,3
1500,Cheras,Service Residence,1,551,2,Selangor,1,1,1,1,3
1700,Shah Alam,Condominium,2,1018,2,Selangor,1,1,1,1,3
1300,Klang,Condominium,3,1064,1,Selangor,1,0,0,1,3
1500,Kota Damansara,Condominium,3,900,2,Selangor,0,1,1,1,5
1000,Gombak,Apartment,3,834,0,Selangor,0,0,0,0,4
1100,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
999,Kajang,Condominium,2,590,1,Selangor,1,1,1,1,2
1800,Shah Alam,Service Residence,2,855,2,Selangor,1,1,1,1,3
1200,Petaling Jaya,Apartment,3,852,2,Selangor,0,0,1,0,3
1300,Cyberjaya,Service Residence,1,500,2,Selangor,1,1,1,1,3
1199,Sepang,Condominium,1,450,2,Selangor,1,1,1,1,2
1399,Cyberjaya,Condominium,3,950,2,Selangor,1,1,0,1,3
1300,Puchong,Condominium,3,1096,1,Selangor,0,0,0,0,2
1200,Sungai Buloh,Service Residence,1,500,2,Selangor,1,1,1,1,3
1400,Shah Alam,Condominium,2,900,1,Selangor,0,0,0,0,3
750,Seri Kembangan,Condominium,1,465,2,Selangor,1,1,1,1,2
1000,Petaling Jaya,Condominium,3,850,0,Selangor,0,0,0,0,3
650,Seri Kembangan,Apartment,3,710,0,Selangor,0,0,0,0,2
1650,Petaling Jaya,Service Residence,2,718,1,Selangor,1,0,0,1,3
1800,Shah Alam,Condominium,3,915,1,Selangor,1,0,0,1,3
1500,Shah Alam,Condominium,3,980,1,Selangor,0,0,0,0,3
700,Puchong,Apartment,3,606,0,Selangor,0,0,0,0,2
2000,Sungai Buloh,Service Residence,3,1136,1,Selangor,1,1,1,1,3
1200,Cyberjaya,Service Residence,4,700,2,Selangor,1,1,1,1,3
2300,Cyberjaya,Condominium,3,1150,1,Selangor,1,0,0,1,3
1100,Petaling Jaya,Condominium,1,471,1,Selangor,0,1,0,1,3
1300,Cyberjaya,Studio,1,450,2,Selangor,1,1,0,1,3
1200,Petaling Jaya,Apartment,3,850,2,Selangor,1,1,1,1,3
900,Puchong,Apartment,3,850,1,Selangor,0,1,0,1,2
700,Kajang,Flat,3,650,0,Selangor,0,0,0,0,2
1250,Semenyih,Service Residence,2,773,1,Selangor,1,0,0,1,1
1500,Bandar Sri Damansara,Condominium,2,790,1,Selangor,1,1,1,1,1
1300,Port Klang,Service Residence,2,750,1,Selangor,1,1,0,1,4
1800,Seri Kembangan,Condominium,2,800,2,Selangor,1,1,1,1,2
1800,Sungai Buloh,Service Residence,2,809,2,Selangor,0,1,1,0,3
1100,Kajang,Condominium,3,1270,1,Selangor,1,1,0,1,2
900,Seri Kembangan,Studio,1,647,1,Selangor,1,1,0,1,2
2300,Ara Damansara,Service Residence,2,800,2,Selangor,1,1,1,1,6
1450,Ampang,Condominium,1,450,2,Selangor,1,1,0,1,3
1050,Seri Kembangan,Studio,1,650,1,Selangor,1,1,0,1,2
950,Puchong,Apartment,3,1012,0,Selangor,0,0,0,1,2
950,Cyberjaya,Service Residence,3,450,2,Selangor,1,1,1,1,3
950,Petaling Jaya,Apartment,3,700,0,Selangor,0,0,0,0,3
799,Damansara Damai,Apartment,3,700,1,Selangor,0,0,0,1,2
1800,Puchong,Condominium,3,1153,2,Selangor,0,0,0,0,2
2500,Kota Damansara,Service Residence,3,1300,2,Selangor,1,1,1,1,5
1200,Petaling Jaya,Apartment,3,850,2,Selangor,1,1,1,1,3
899,Kajang,Service Residence,2,800,0,Selangor,1,0,0,1,2
950,Bandar Sungai Long,Condominium,3,760,0,Selangor,0,0,0,0,1
900,Kajang,Condominium,3,1023,0,Selangor,1,0,0,1,2
1500,Ara Damansara,Service Residence,1,669,2,Selangor,1,0,0,1,6
999,Cyberjaya,Apartment,1,400,2,Selangor,1,1,1,1,3
1100,Puchong,Apartment,3,904,0,Selangor,0,0,0,1,2
850,Kajang,Condominium,3,860,1,Selangor,1,1,0,1,2
800,Damansara Damai,Apartment,3,645,0,Selangor,0,0,0,0,2
700,Damansara Damai,Apartment,3,700,0,Selangor,0,0,0,1,2
1450,Puchong,Apartment,3,1068,2,Selangor,1,1,1,1,2
950,Kajang,Apartment,3,1069,1,Selangor,0,1,0,0,2
1599,Kota Damansara,Condominium,3,1028,2,Selangor,1,1,1,1,5
1400,Klang,Apartment,3,1000,1,Selangor,0,0,0,1,3
800,Seri Kembangan,Apartment,3,1000,0,Selangor,1,0,0,1,2
1700,Kajang,Service Residence,3,1094,1,Selangor,1,1,0,1,2
800,Bandar Mahkota Cheras,Apartment,3,1000,0,Selangor,1,0,0,1,4
1600,Selayang,Service Residence,3,975,2,Selangor,1,1,1,1,3
800,Damansara Damai,Apartment,3,650,1,Selangor,0,0,1,0,2
1100,Cyberjaya,Condominium,1,450,2,Selangor,0,1,0,0,3
680,Jenjarom,Apartment,3,750,0,Selangor,0,0,0,0,2
1600,Damansara Perdana,Studio,1,634,2,Selangor,1,1,1,1,3
1100,Puchong,Apartment,3,738,1,Selangor,0,0,0,1,2
1300,Setia Alam,Service Residence,1,485,2,Selangor,1,1,0,1,4
1700,Shah Alam,Service Residence,3,864,1,Selangor,1,1,0,1,3
1600,Shah Alam,Service Residence,2,450,2,Selangor,1,1,1,1,3
2300,Seri Kembangan,Service Residence,3,985,2,Selangor,1,1,1,1,2
1500,Cheras,Service Residence,3,900,2,Selangor,1,1,1,1,3
1200,Puchong,Apartment,3,850,1,Selangor,0,1,1,1,2
1400,Gombak,Service Residence,1,511,2,Selangor,1,1,1,1,4
1350,Bandar Mahkota Cheras,Condominium,4,1200,2,Selangor,1,1,1,1,4
1000,Seri Kembangan,Condominium,3,850,0,Selangor,1,1,0,1,2
1100,Petaling Jaya,Apartment,2,750,2,Selangor,0,1,1,0,3
1400,Sepang,Service Residence,3,807,1,Selangor,1,1,0,1,2
950,Petaling Jaya,Apartment,3,852,0,Selangor,0,0,0,0,3
1500,Kuala Langat,Condominium,3,870,1,Selangor,1,0,0,1,3
680,Seri Kembangan,Apartment,3,650,1,Selangor,0,0,0,0,2
2499,Kota Damansara,Service Residence,3,1260,2,Selangor,1,1,1,1,5
2600,Setia Alam,Service Residence,3,985,1,Selangor,1,1,1,1,4
1100,Kajang,Condominium,3,1022,1,Selangor,0,1,0,0,2
1200,Batu Caves,Condominium,3,900,0,Selangor,0,1,1,0,2
950,Kajang,Apartment,3,1055,1,Selangor,0,1,0,0,2
1300,I-City,Service Residence,2,626,2,Selangor,1,1,1,1,4
1800,Kuala Langat,Condominium,3,1000,1,Selangor,1,1,0,1,3
1600,Kota Damansara,Condominium,3,1028,2,Selangor,0,1,1,1,5
1499,Puchong,Apartment,3,1068,2,Selangor,1,1,1,1,2
750,Ampang,Flat,3,650,1,Selangor,0,0,0,0,3
1400,Batu Caves,Service Residence,2,850,1,Selangor,1,0,0,1,2
950,Gombak,Apartment,3,860,1,Selangor,0,1,0,1,4
1000,Petaling Jaya,Apartment,3,852,0,Selangor,0,0,0,0,3
1900,Ara Damansara,Service Residence,2,864,2,Selangor,1,1,1,1,6
1300,Damansara Perdana,Condominium,1,634,2,Selangor,1,1,1,1,3
1250,Damansara Perdana,Condominium,1,634,2,Selangor,1,1,1,1,3
850,Klang,Apartment,3,754,0,Selangor,0,0,0,0,3
1600,Ampang,Condominium,1,559,2,Selangor,1,1,1,1,3
1400,Bukit Jelutong,Apartment,3,850,1,Selangor,0,1,0,0,5
1500,Seri Kembangan,Service Residence,3,1065,2,Selangor,1,1,1,1,2
1650,Sungai Buloh,Condominium,3,1100,2,Selangor,1,1,1,1,3
850,Puchong,Apartment,3,738,0,Selangor,0,0,0,1,2
2400,Cheras,Condominium,3,810,1,Selangor,1,0,0,1,3
1900,Cyberjaya,Condominium,3,1010,2,Selangor,1,1,0,1,3
2500,Cyberjaya,Condominium,3,1390,2,Selangor,1,1,1,1,3
800,Jenjarom,Apartment,3,850,0,Selangor,0,0,0,0,2
1500,Cheras,Condominium,3,1127,1,Selangor,1,1,1,1,3
1399,Puchong,Condominium,3,1000,2,Selangor,1,1,1,1,2
1200,Puchong,Apartment,3,860,1,Selangor,0,1,1,1,2
1200,Puchong,Apartment,3,860,1,Selangor,1,1,1,1,2
1000,Seri Kembangan,Apartment,3,1200,1,Selangor,0,1,0,1,2
1300,Rawang,Apartment,3,850,2,Selangor,0,1,1,0,1
1400,Seri Kembangan,Service Residence,1,480,2,Selangor,1,1,1,1,2
900,Bandar Kinrara,Service Residence,3,712,0,Selangor,0,0,0,1,3
950,Puchong,Condominium,3,915,1,Selangor,1,1,0,1,2
1600,Bandar Mahkota Cheras,Condominium,4,1396,2,Selangor,1,0,0,1,4
1100,Cheras,Condominium,4,1285,1,Selangor,1,0,0,1,3
